"020130 Meat Of Bovine Animals, Boneless, Fresh Or Chilled","February 2016","9,998"
"0202 Meat Of Bovine Animals, Frozen","2016 through February","24,335"
"0202 Meat Of Bovine Animals, Frozen","January 2016","5,959"
"0202 Meat Of Bovine Animals, Frozen","February 2016","18,376"
"020230 Meat Of Bovine Animals, Boneless, Frozen","2016 through February","24,335"
"020230 Meat Of Bovine Animals, Boneless, Frozen","January 2016","5,959"
"020230 Meat Of Bovine Animals, Boneless, Frozen","February 2016","18,376"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","2016 through February","6,694,961"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","January 2016","3,207,015"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","February 2016","3,487,946"
"020312 Meat, Swine, Hams, Shldrs, Bone In, Frsh Or Chlld","2016 through February","3,209,607"
"020312 Meat, Swine, Hams, Shldrs, Bone In, Frsh Or Chlld","January 2016","1,543,540"
"020312 Meat, Swine, Hams, Shldrs, Bone In, Frsh Or Chlld","February 2016","1,666,067"
"020319 Meat Of Swine, Nesoi, Fresh Or Chilled","2016 through February","3,485,354"
"020319 Meat Of Swine, Nesoi, Fresh Or Chilled","January 2016","1,663,475"
"020319 Meat Of Swine, Nesoi, Fresh Or Chilled","February 2016","1,821,879"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","2016 through February","56,000"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","February 2016","56,000"
"020641 Livers Of Swine, Edible, Frozen","2016 through February","56,000"
"020641 Livers Of Swine, Edible, Frozen","February 2016","56,000"
"0207 Meat & Ed Offal Of Poultry, Fresh, Chill Or Frozen","2016 through February","4,576"
"0207 Meat & Ed Offal Of Poultry, Fresh, Chill Or Frozen","January 2016","4,576"
"020712 Meat & Offal Of Chickens,not Cut In Pieces,frozen","2016 through February","4,576"
"020712 Meat & Offal Of Chickens,not Cut In Pieces,frozen","January 2016","4,576"
"03 Fish, Crustaceans & Aquatic Invertebrates","2016 through February","7,178,488"
"03 Fish, Crustaceans & Aquatic Invertebrates","January 2016","3,082,602"
"03 Fish, Crustaceans & Aquatic Invertebrates","February 2016","4,095,886"
"0302 Fish, Fresh Or Chilled (no Fillets Or Other Meat)","2016 through February","5,740"
"0302 Fish, Fresh Or Chilled (no Fillets Or Other Meat)","February 2016","5,740"
"030211 Trout (salmo Trutta, Etc) Fresh, Chilled, Nesoi","2016 through February","2,790"
"030211 Trout (salmo Trutta, Etc) Fresh, Chilled, Nesoi","February 2016","2,790"
"030223 Sole Except Fillets, Livers & Roes, Fresh, Chilled","2016 through February","2,950"
"030223 Sole Except Fillets, Livers & Roes, Fresh, Chilled","February 2016","2,950"
"0303 Fish, Frozen (no Fish Fillets Or Other Fish Meat)","2016 through February","404,117"
"0303 Fish, Frozen (no Fish Fillets Or Other Fish Meat)","January 2016","98,310"
"0303 Fish, Frozen (no Fish Fillets Or Other Fish Meat)","February 2016","305,807"
"030311 Sockeye Salmon, Frozen","2016 through February","131,656"
"030311 Sockeye Salmon, Frozen","February 2016","131,656"
"030312 Pacific Salmon, Frozen, Nesoi","2016 through February","14,959"
"030312 Pacific Salmon, Frozen, Nesoi","February 2016","14,959"
"030331 Halibut/greenland Turbot Ex Fillet/liver/roe Frozn","2016 through February","13,791"
"030331 Halibut/greenland Turbot Ex Fillet/liver/roe Frozn","February 2016","13,791"
"030341 Albacore/longfinned Tunas Ex Fillet/lvr/roe Frozen","2016 through February","225,935"
"030341 Albacore/longfinned Tunas Ex Fillet/lvr/roe Frozen","January 2016","85,934"
"030341 Albacore/longfinned Tunas Ex Fillet/lvr/roe Frozen","February 2016","140,001"
"030366 Hake, Frozen","2016 through February","3,117"
"030366 Hake, Frozen","January 2016","3,117"
"030389 Fish, Frozen, Nesoi","2016 through February","14,659"
"030389 Fish, Frozen, Nesoi","January 2016","9,259"
"030389 Fish, Frozen, Nesoi","February 2016","5,400"
"0304 Fish Fillets & Oth Fish Meat, Fresh, Chill Or Froz","2016 through February","894,574"
"0304 Fish Fillets & Oth Fish Meat, Fresh, Chill Or Froz","January 2016","436,291"
"0304 Fish Fillets & Oth Fish Meat, Fresh, Chill Or Froz","February 2016","458,283"
"030442 Trout Fillets, Fresh Or Chilled","2016 through February","622,994"
"030442 Trout Fillets, Fresh Or Chilled","January 2016","299,378"
"030442 Trout Fillets, Fresh Or Chilled","February 2016","323,616"
"030443 Flat Fish Fillets, Fresh Or Chilled","2016 through February","67,679"
"030443 Flat Fish Fillets, Fresh Or Chilled","January 2016","28,929"
"030443 Flat Fish Fillets, Fresh Or Chilled","February 2016","38,750"
"030449 Fish Fillets, Fresh Or Chilled, Nesoi","2016 through February","4,742"
"030449 Fish Fillets, Fresh Or Chilled, Nesoi","January 2016","4,742"
"030481 Pacific, Atlantic And Danube Salmon Fillets Frozen","2016 through February","37,719"
"030481 Pacific, Atlantic And Danube Salmon Fillets Frozen","February 2016","37,719"
"030482 Trout Fillets, Frozen","2016 through February","30,139"
"030482 Trout Fillets, Frozen","January 2016","14,817"
"030482 Trout Fillets, Frozen","February 2016","15,322"
"030483 Flat Fish Fillets, Frozen","2016 through February","17,275"
"030483 Flat Fish Fillets, Frozen","January 2016","17,275"
"030489 Fish Fillets, Frozen, Nesoi","2016 through February","6,960"
"030489 Fish Fillets, Frozen, Nesoi","February 2016","6,960"
"030499 Fish Meat, Frozen, Nesoi","2016 through February","107,066"
"030499 Fish Meat, Frozen, Nesoi","January 2016","71,150"
"030499 Fish Meat, Frozen, Nesoi","February 2016","35,916"
"0306 Crustaceans Live Frsh Etc Smoked/cooked Flours Etc","2016 through February","4,989,864"
"0306 Crustaceans Live Frsh Etc Smoked/cooked Flours Etc","January 2016","2,423,133"
"0306 Crustaceans Live Frsh Etc Smoked/cooked Flours Etc","February 2016","2,566,731"
"030614 Crabs, Including In Shell, Frozen","2016 through February","502,846"
"030614 Crabs, Including In Shell, Frozen","January 2016","229,315"
"030614 Crabs, Including In Shell, Frozen","February 2016","273,531"
"030616 Cold-water Shrimps And Prawns, Frozen","2016 through February","20,546"
"030616 Cold-water Shrimps And Prawns, Frozen","February 2016","20,546"
"030617 Shrimps And Prawns, Frozen, Nesoi","2016 through February","15,956"
"030617 Shrimps And Prawns, Frozen, Nesoi","February 2016","15,956"
"030624 Crabs, Raw (live Etc), Cooked (stm Etc) Not Frozen","2016 through February","4,339,718"
"030624 Crabs, Raw (live Etc), Cooked (stm Etc) Not Frozen","January 2016","2,083,020"
"030624 Crabs, Raw (live Etc), Cooked (stm Etc) Not Frozen","February 2016","2,256,698"
"030629 Crustcns Nesoi Lve/fr/chl/dry/sltd/brn Flrs H Cnsm","2016 through February","110,798"
"030629 Crustcns Nesoi Lve/fr/chl/dry/sltd/brn Flrs H Cnsm","January 2016","110,798"
"0307 Molluscs Live Fresh Etc; Smoked; Flours Etc Edible","2016 through February","884,193"
"0307 Molluscs Live Fresh Etc; Smoked; Flours Etc Edible","January 2016","124,868"
"0307 Molluscs Live Fresh Etc; Smoked; Flours Etc Edible","February 2016","759,325"
"030711 Oysters, Live, Fresh Or Chilled","2016 through February","91,271"
"030711 Oysters, Live, Fresh Or Chilled","January 2016","26,786"
"030711 Oysters, Live, Fresh Or Chilled","February 2016","64,485"
"030779 Clams, Cockles And Ark Shells, Nesoi","2016 through February","792,922"
"030779 Clams, Cockles And Ark Shells, Nesoi","January 2016","98,082"
"030779 Clams, Cockles And Ark Shells, Nesoi","February 2016","694,840"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","2016 through February","1,698,767"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","January 2016","1,339,172"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","February 2016","359,595"
"0402 Milk And Cream, Concentrated Or Sweetened","2016 through February","188,630"
"0402 Milk And Cream, Concentrated Or Sweetened","January 2016","85,850"
"0402 Milk And Cream, Concentrated Or Sweetened","February 2016","102,780"
"040210 Mlk & Crm,cntd,swt,powdr,gran/solids,nov 1.5% Fat","2016 through February","188,630"
"040210 Mlk & Crm,cntd,swt,powdr,gran/solids,nov 1.5% Fat","January 2016","85,850"
"040210 Mlk & Crm,cntd,swt,powdr,gran/solids,nov 1.5% Fat","February 2016","102,780"
"0404 Whey & Milk Products, Sweetened Etc. Or Not, Nesoi","2016 through February","659,155"
"0404 Whey & Milk Products, Sweetened Etc. Or Not, Nesoi","January 2016","499,970"
"0404 Whey & Milk Products, Sweetened Etc. Or Not, Nesoi","February 2016","159,185"
"040410 Whey & Modfd Whey Whet/nt Cncntrtd Cntg Add Sweetn","2016 through February","659,155"
"040410 Whey & Modfd Whey Whet/nt Cncntrtd Cntg Add Sweetn","January 2016","499,970"
"040410 Whey & Modfd Whey Whet/nt Cncntrtd Cntg Add Sweetn","February 2016","159,185"
"0405 Butter And Other Fats And Oils Derived From Milk","2016 through February","3,964"
"0405 Butter And Other Fats And Oils Derived From Milk","January 2016","3,964"
"040590 Fats And Oils Derived From Milk, N.E.S.O.I.","2016 through February","3,964"
"040590 Fats And Oils Derived From Milk, N.E.S.O.I.","January 2016","3,964"
"0406 Cheese And Curd","2016 through February","766,648"
"0406 Cheese And Curd","January 2016","728,206"
"0406 Cheese And Curd","February 2016","38,442"
"040610 Cheese (unrpnd/uncurd) Frsh Incl Whey Cheese Curd","2016 through February","6,534"
"040610 Cheese (unrpnd/uncurd) Frsh Incl Whey Cheese Curd","January 2016","3,267"
"040610 Cheese (unrpnd/uncurd) Frsh Incl Whey Cheese Curd","February 2016","3,267"
"040690 Cheese, Nesoi, Including Cheddar And Colby","2016 through February","760,114"
"040690 Cheese, Nesoi, Including Cheddar And Colby","January 2016","724,939"
"040690 Cheese, Nesoi, Including Cheddar And Colby","February 2016","35,175"
"0409 Honey, Natural","2016 through February","63,244"
"0409 Honey, Natural","January 2016","21,182"
"0409 Honey, Natural","February 2016","42,062"
"040900 Honey, Natural","2016 through February","63,244"
"040900 Honey, Natural","January 2016","21,182"
"040900 Honey, Natural","February 2016","42,062"
"0410 Edible Products Of Animal Origin, Nesoi","2016 through February","17,126"
"0410 Edible Products Of Animal Origin, Nesoi","February 2016","17,126"
"041000 Edible Products Of Animal Origin, Nesoi","2016 through February","17,126"
"041000 Edible Products Of Animal Origin, Nesoi","February 2016","17,126"
"05 Products Of Animal Origin, Nesoi","2016 through February","62,366"
"05 Products Of Animal Origin, Nesoi","January 2016","16,862"
"05 Products Of Animal Origin, Nesoi","February 2016","45,504"
"0507 Ivory, Tortoise-shell, Whalebone, Horns Etc, Unwrk","2016 through February","7,070"
"0507 Ivory, Tortoise-shell, Whalebone, Horns Etc, Unwrk","February 2016","7,070"
"050790 Tortoise-shell, Whalebone Nails Etc, Powder, Waste","2016 through February","7,070"
"050790 Tortoise-shell, Whalebone Nails Etc, Powder, Waste","February 2016","7,070"
"0508 Coral, Shell Of Molluscs Etc Unworked Powder/waste","2016 through February","3,368"
"0508 Coral, Shell Of Molluscs Etc Unworked Powder/waste","January 2016","3,368"
"050800 Coral, Shell Of Molluscs Etc Unworked Powder/waste","2016 through February","3,368"
"050800 Coral, Shell Of Molluscs Etc Unworked Powder/waste","January 2016","3,368"
"0511 Animal Products Nesoi; Dead Animals, Inedible Etc.","2016 through February","51,928"
"0511 Animal Products Nesoi; Dead Animals, Inedible Etc.","January 2016","13,494"
"0511 Animal Products Nesoi; Dead Animals, Inedible Etc.","February 2016","38,434"
"051191 Products & Dead Fish, Molluscs Etc, Inedible Nesoi","2016 through February","51,928"
"051191 Products & Dead Fish, Molluscs Etc, Inedible Nesoi","January 2016","13,494"
"051191 Products & Dead Fish, Molluscs Etc, Inedible Nesoi","February 2016","38,434"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","2016 through February","5,662,720"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","January 2016","2,547,536"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","February 2016","3,115,184"
"0601 Bulbs, Tubers Etc; Chicory Plants & Roots Nesoi","2016 through February","38,943"
"0601 Bulbs, Tubers Etc; Chicory Plants & Roots Nesoi","January 2016","7,439"
"0601 Bulbs, Tubers Etc; Chicory Plants & Roots Nesoi","February 2016","31,504"
"060110 Bulbs, Tubers, Corms, Crowns & Rhizoms Etc Dormant","2016 through February","38,943"
"060110 Bulbs, Tubers, Corms, Crowns & Rhizoms Etc Dormant","January 2016","7,439"
"060110 Bulbs, Tubers, Corms, Crowns & Rhizoms Etc Dormant","February 2016","31,504"
"0602 Live Plants Nesoi, Cuttings Etc.; Mushroom Spawn","2016 through February","5,592,391"
"0602 Live Plants Nesoi, Cuttings Etc.; Mushroom Spawn","January 2016","2,521,353"
"0602 Live Plants Nesoi, Cuttings Etc.; Mushroom Spawn","February 2016","3,071,038"
"060220 Edible Fruit Or Nut Trees, Shrubs And Bushes","2016 through February","2,607,916"
"060220 Edible Fruit Or Nut Trees, Shrubs And Bushes","January 2016","1,575,961"
"060220 Edible Fruit Or Nut Trees, Shrubs And Bushes","February 2016","1,031,955"
"060230 Rhododendrons And Azaleas, Grafted Or Not","2016 through February","249,988"
"060230 Rhododendrons And Azaleas, Grafted Or Not","January 2016","36,931"
"060230 Rhododendrons And Azaleas, Grafted Or Not","February 2016","213,057"
"060290 Live Plants, Cuttings & Slips,nesoi;mushroom Spawn","2016 through February","2,734,487"
"060290 Live Plants, Cuttings & Slips,nesoi;mushroom Spawn","January 2016","908,461"
"060290 Live Plants, Cuttings & Slips,nesoi;mushroom Spawn","February 2016","1,826,026"
"0603 Cut Flowers & Buds For Bouquets Etc., Prepared","2016 through February","6,144"
"0603 Cut Flowers & Buds For Bouquets Etc., Prepared","January 2016","6,144"
"060319 Fresh Cut Flowers & Buds For Bouquest,nes","2016 through February","6,144"
"060319 Fresh Cut Flowers & Buds For Bouquest,nes","January 2016","6,144"
"0604 Foliage, Grasses Etc For Bouquets Etc, Prepared","2016 through February","25,242"
"0604 Foliage, Grasses Etc For Bouquets Etc, Prepared","January 2016","12,600"
"0604 Foliage, Grasses Etc For Bouquets Etc, Prepared","February 2016","12,642"
"060420 Foliage Branches Etc W/o Flowers Grasses Etc Fresh","2016 through February","12,600"
"060420 Foliage Branches Etc W/o Flowers Grasses Etc Fresh","January 2016","12,600"
"060490 Foliage Branches Etc W/o Flowers Grasses Etc Nesoi","2016 through February","12,642"
"060490 Foliage Branches Etc W/o Flowers Grasses Etc Nesoi","February 2016","12,642"
"07 Edible Vegetables & Certain Roots & Tubers","2016 through February","12,758,665"
"07 Edible Vegetables & Certain Roots & Tubers","January 2016","7,304,841"
"07 Edible Vegetables & Certain Roots & Tubers","February 2016","5,453,824"
"0701 Potatoes (except Sweet Potatoes), Fresh Or Chilled","2016 through February","2,432,174"
"0701 Potatoes (except Sweet Potatoes), Fresh Or Chilled","January 2016","1,365,804"
"0701 Potatoes (except Sweet Potatoes), Fresh Or Chilled","February 2016","1,066,370"
"070110 Potatoes, Seed, Fresh Or Chilled","2016 through February","141,542"
"070110 Potatoes, Seed, Fresh Or Chilled","January 2016","85,389"
"070110 Potatoes, Seed, Fresh Or Chilled","February 2016","56,153"
"070190 Potatoes, Except Seed, Fresh Or Chilled, Nesoi","2016 through February","2,290,632"
"070190 Potatoes, Except Seed, Fresh Or Chilled, Nesoi","January 2016","1,280,415"
"070190 Potatoes, Except Seed, Fresh Or Chilled, Nesoi","February 2016","1,010,217"
"0702 Tomatoes, Fresh Or Chilled","2016 through February","5,463"
"0702 Tomatoes, Fresh Or Chilled","January 2016","5,463"
"070200 Tomatoes, Fresh Or Chilled","2016 through February","5,463"
"070200 Tomatoes, Fresh Or Chilled","January 2016","5,463"
"0703 Onions, Shallots, Garlic, Leeks Etc, Fr Or Chilled","2016 through February","3,005,356"
"0703 Onions, Shallots, Garlic, Leeks Etc, Fr Or Chilled","January 2016","2,093,375"
"0703 Onions, Shallots, Garlic, Leeks Etc, Fr Or Chilled","February 2016","911,981"
"070310 Onions And Shallots, Fresh Or Chilled","2016 through February","2,994,085"
"070310 Onions And Shallots, Fresh Or Chilled","January 2016","2,082,104"
"070310 Onions And Shallots, Fresh Or Chilled","February 2016","911,981"
"070320 Garlic, Fresh Or Chilled","2016 through February","11,271"
"070320 Garlic, Fresh Or Chilled","January 2016","11,271"
"0704 Cabbages, Cauliflower, Kale Etc, Fresh Or Chilled","2016 through February","46,483"
"0704 Cabbages, Cauliflower, Kale Etc, Fresh Or Chilled","January 2016","8,623"
"0704 Cabbages, Cauliflower, Kale Etc, Fresh Or Chilled","February 2016","37,860"
"070410 Cauliflower And Headed Broccoli, Fresh Or Chilled","2016 through February","5,658"
"070410 Cauliflower And Headed Broccoli, Fresh Or Chilled","January 2016","5,658"
"070490 Edible Brassicas (cabbages Etc) Nesoi, Fr Or Chill","2016 through February","40,825"
"070490 Edible Brassicas (cabbages Etc) Nesoi, Fr Or Chill","January 2016","2,965"
"070490 Edible Brassicas (cabbages Etc) Nesoi, Fr Or Chill","February 2016","37,860"
"0705 Lettuce And Chicory, Fresh Or Chilled","2016 through February","2,858"
"0705 Lettuce And Chicory, Fresh Or Chilled","January 2016","2,858"
"070519 Lettuce, Except Head Lettuce, Fresh Or Chilled","2016 through February","2,858"
"070519 Lettuce, Except Head Lettuce, Fresh Or Chilled","January 2016","2,858"
"0706 Carrots, Turnips & Other Edible Roots, Fr Or Chill","2016 through February","266,970"
"0706 Carrots, Turnips & Other Edible Roots, Fr Or Chill","January 2016","161,730"
"0706 Carrots, Turnips & Other Edible Roots, Fr Or Chill","February 2016","105,240"
"070610 Carrots And Turnips, Fresh Or Chilled","2016 through February","96,566"
"070610 Carrots And Turnips, Fresh Or Chilled","January 2016","57,820"
"070610 Carrots And Turnips, Fresh Or Chilled","February 2016","38,746"
"070690 Salad Beets, Radishes, Etc Nesoi, Fresh Or Chilled","2016 through February","170,404"
"070690 Salad Beets, Radishes, Etc Nesoi, Fresh Or Chilled","January 2016","103,910"
"070690 Salad Beets, Radishes, Etc Nesoi, Fresh Or Chilled","February 2016","66,494"
"0707 Cucumbers And Gherkins, Fresh Or Chilled","2016 through February","10,334"
"0707 Cucumbers And Gherkins, Fresh Or Chilled","January 2016","10,334"
"070700 Cucumbers And Gherkins, Fresh Or Chilled","2016 through February","10,334"
"070700 Cucumbers And Gherkins, Fresh Or Chilled","January 2016","10,334"
"0708 Leguminous Vegetables, Shelled Or Not, Fr Or Chill","2016 through February","29,200"
"0708 Leguminous Vegetables, Shelled Or Not, Fr Or Chill","January 2016","29,200"
"070810 Peas (pisum Sativum), Fresh Or Chilled","2016 through February","29,200"
"070810 Peas (pisum Sativum), Fresh Or Chilled","January 2016","29,200"
"0709 Vegetables Nesoi, Fresh Or Chilled","2016 through February","403,884"
"0709 Vegetables Nesoi, Fresh Or Chilled","January 2016","300,447"
"0709 Vegetables Nesoi, Fresh Or Chilled","February 2016","103,437"
"070930 Eggplants (aubergines), Fresh Or Chilled","2016 through February","3,071"
"070930 Eggplants (aubergines), Fresh Or Chilled","January 2016","3,071"
"070951 Mushrooms Of The Genus Agaricus, Fresh Or Chilled","2016 through February","109,633"
"070951 Mushrooms Of The Genus Agaricus, Fresh Or Chilled","January 2016","88,095"
"070951 Mushrooms Of The Genus Agaricus, Fresh Or Chilled","February 2016","21,538"
"070959 Mushrooms, Fresh Or Chilled, Nesoi","2016 through February","171,169"
"070959 Mushrooms, Fresh Or Chilled, Nesoi","January 2016","103,878"
"070959 Mushrooms, Fresh Or Chilled, Nesoi","February 2016","67,291"
"070960 Fruits Of Genus Capsicum Or Pimenta, Fresh/chilled","2016 through February","32,859"
"070960 Fruits Of Genus Capsicum Or Pimenta, Fresh/chilled","January 2016","22,475"
"070960 Fruits Of Genus Capsicum Or Pimenta, Fresh/chilled","February 2016","10,384"
"070993 Pumpkins, Squash And Gourds, Fresh Or Chilled","2016 through February","60,927"
"070993 Pumpkins, Squash And Gourds, Fresh Or Chilled","January 2016","56,703"
"070993 Pumpkins, Squash And Gourds, Fresh Or Chilled","February 2016","4,224"
"070999 Vegetables, Fresh Or Chilled, Nesoi","2016 through February","26,225"
"070999 Vegetables, Fresh Or Chilled, Nesoi","January 2016","26,225"
"0710 Vegetables (raw Or Cooked By Steam Etc), Frozen","2016 through February","4,052,023"
"0710 Vegetables (raw Or Cooked By Steam Etc), Frozen","January 2016","1,938,266"
"0710 Vegetables (raw Or Cooked By Steam Etc), Frozen","February 2016","2,113,757"
"071010 Potatoes Uncookd/cooked By Boiling In Water, Frozn","2016 through February","4,381"
"071010 Potatoes Uncookd/cooked By Boiling In Water, Frozn","January 2016","4,381"
"071021 Peas, Raw Cooked In Boiling Water, Frozen","2016 through February","367,477"
"071021 Peas, Raw Cooked In Boiling Water, Frozen","January 2016","133,297"
"071021 Peas, Raw Cooked In Boiling Water, Frozen","February 2016","234,180"
"071022 Beans, Raw Cooked In Boiling Water, Frozen","2016 through February","109,578"
"071022 Beans, Raw Cooked In Boiling Water, Frozen","January 2016","28,515"
"071022 Beans, Raw Cooked In Boiling Water, Frozen","February 2016","81,063"
"071029 Leguminous Veg Raw/cooked By Boiling, Frozen Nesoi","2016 through February","70,045"
"071029 Leguminous Veg Raw/cooked By Boiling, Frozen Nesoi","January 2016","16,037"
"071029 Leguminous Veg Raw/cooked By Boiling, Frozen Nesoi","February 2016","54,008"
"071040 Sweet Corn Raw/cooked By Steam/boiling In Water Fz","2016 through February","2,326,933"
"071040 Sweet Corn Raw/cooked By Steam/boiling In Water Fz","January 2016","1,193,051"
"071040 Sweet Corn Raw/cooked By Steam/boiling In Water Fz","February 2016","1,133,882"
"071080 Vegetables, Nesoi Raw/cooked By Boiling, Frozen","2016 through February","870,400"
"071080 Vegetables, Nesoi Raw/cooked By Boiling, Frozen","January 2016","438,056"
"071080 Vegetables, Nesoi Raw/cooked By Boiling, Frozen","February 2016","432,344"
"071090 Vegetables Mixtures, Raw/cooked By Boiling, Frozen","2016 through February","303,209"
"071090 Vegetables Mixtures, Raw/cooked By Boiling, Frozen","January 2016","124,929"
"071090 Vegetables Mixtures, Raw/cooked By Boiling, Frozen","February 2016","178,280"
"0712 Vegetables, Dried, Whole, Cut Etc., No Added Prep","2016 through February","1,601,267"
"0712 Vegetables, Dried, Whole, Cut Etc., No Added Prep","January 2016","852,881"
"0712 Vegetables, Dried, Whole, Cut Etc., No Added Prep","February 2016","748,386"
"071220 Onions, Dried (powder Etc), Not Further Prepared","2016 through February","724,888"
"071220 Onions, Dried (powder Etc), Not Further Prepared","January 2016","477,479"
"071220 Onions, Dried (powder Etc), Not Further Prepared","February 2016","247,409"
"071239 Mushrooms&truffles, Dried,wl/ct/slc/bk/pwd, Nesoi","2016 through February","34,839"
"071239 Mushrooms&truffles, Dried,wl/ct/slc/bk/pwd, Nesoi","January 2016","2,633"
"071239 Mushrooms&truffles, Dried,wl/ct/slc/bk/pwd, Nesoi","February 2016","32,206"
"071290 Vegetables Nesoi & Mixtures, Dried, No Furth Prep","2016 through February","841,540"
"071290 Vegetables Nesoi & Mixtures, Dried, No Furth Prep","January 2016","372,769"
"071290 Vegetables Nesoi & Mixtures, Dried, No Furth Prep","February 2016","468,771"
"0713 Leguminous Vegetables, Dried Shelled","2016 through February","874,432"
"0713 Leguminous Vegetables, Dried Shelled","January 2016","515,217"
"0713 Leguminous Vegetables, Dried Shelled","February 2016","359,215"
"071310 Peas, Dried Shelled, Including Seed","2016 through February","747,010"
"071310 Peas, Dried Shelled, Including Seed","January 2016","425,442"
"071310 Peas, Dried Shelled, Including Seed","February 2016","321,568"
"071320 Chickpeas (garbanzos), Dried Shelled, Include Seed","2016 through February","97,477"
"071320 Chickpeas (garbanzos), Dried Shelled, Include Seed","January 2016","79,040"
"071320 Chickpeas (garbanzos), Dried Shelled, Include Seed","February 2016","18,437"
"071331 Beans (vigna Mungo (l.) Hepper Etc), Dried Shelled","2016 through February","5,176"
"071331 Beans (vigna Mungo (l.) Hepper Etc), Dried Shelled","January 2016","5,176"
"071333 Kidney Beans & White Pea Beans, Dri Shel, Inc Seed","2016 through February","2,720"
"071333 Kidney Beans & White Pea Beans, Dri Shel, Inc Seed","January 2016","2,720"
"071339 Beans Nesoi, Dried Shelled, Including Seed","2016 through February","22,049"
"071339 Beans Nesoi, Dried Shelled, Including Seed","January 2016","2,839"
"071339 Beans Nesoi, Dried Shelled, Including Seed","February 2016","19,210"
"0714 Cassava, Arrowroot Etc, Fresh Or Dry; Sago Pith","2016 through February","28,221"
"0714 Cassava, Arrowroot Etc, Fresh Or Dry; Sago Pith","January 2016","20,643"
"0714 Cassava, Arrowroot Etc, Fresh Or Dry; Sago Pith","February 2016","7,578"
"071420 Sweet Potatoes, Fresh Or Dried, Whether/nt Pellets","2016 through February","16,278"
"071420 Sweet Potatoes, Fresh Or Dried, Whether/nt Pellets","January 2016","8,700"
"071420 Sweet Potatoes, Fresh Or Dried, Whether/nt Pellets","February 2016","7,578"
"071430 Yams, Fresh, Chilled, Frozen Or Dried","2016 through February","11,943"
"071430 Yams, Fresh, Chilled, Frozen Or Dried","January 2016","11,943"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","2016 through February","14,016,965"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","January 2016","7,422,615"
"08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","February 2016","6,594,350"
"0801 Coconuts, Brazil Nuts & Cashew Nuts, Fresh Or Dry","2016 through February","2,848"
"0801 Coconuts, Brazil Nuts & Cashew Nuts, Fresh Or Dry","January 2016","2,848"
"080119 Coconuts, Other Than Dessicated","2016 through February","2,848"
